property_type,bhk,area,locality,city,price_in_crore,price_per_sqft,new_resale,age_of_property,bathrooms,carpet_area,floor,balconies,additional_rooms,furnishing_type,facing,amenities,furnish_details
Independent House,4,4000.0,Aminpur,Hyderabad,1.75,4390.0,New,Unknown,3,3548.39,2.0,1.0,,Semi-Furnished,NorthWest,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,5382.0,Kollur,Hyderabad,4.78,8900.0,New,Unknown,4,4774.35,2.0,1.0,,Unfurnished,East,"Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area, Gymnasium",
Independent House,3,1850.0,Chandanagar,Hyderabad,0.86,4669.0,Resale,Unknown,3,1641.13,2.0,1.0,"study room, servant room, pooja room",Unfurnished,East,"Rain Water Harvesting, Maintenance Staff, Car Parking, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,5,4945.0,Tellapur,Hyderabad,2.94,5949.0,New,Unknown,5,4386.69,15.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Golf Course, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,2390.0,Kondapur,Hyderabad,1.55,6510.0,New,Unknown,3,2120.16,5.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), 24 X 7 Security, School, Indoor Games, Childrens play area, Gymnasium",
Apartment,4,2708.0,Kokapet,Hyderabad,3.0,11078.0,Resale,Unknown,4,2402.26,4.0,1.0,,Semi-Furnished,East,"Swimming Pool, Shopping Mall, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Rain Water Harvesting, Intercom, Club House, Car Parking, Gymnasium",
Apartment,2,1325.0,Narsingi,Hyderabad,1.19,8999.0,New,Unknown,2,1175.4,2.0,2.0,,Unfurnished,West,"Gymnasium, Landscaped Gardens, Lift(s), Rain Water Harvesting, Jogging Track, Swimming Pool, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,2,1200.0,Old Bowenpally,Hyderabad,0.75,6250.0,Resale,Moderately New Property,2,1064.52,4.0,1.0,,Furnished,West,,
Apartment,4,5454.0,Puppalaguda,Hyderabad,5.85,10726.0,Resale,Unknown,4,4838.23,4.0,1.0,,Unfurnished,West,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,3,1270.0,Nallagandla Gachibowli,Hyderabad,0.63,4999.0,New,New Property,3,1126.61,4.0,1.0,,Unfurnished,East,"Sports Facility, ATM, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Multipurpose Room, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Villa,4,6000.0,Madhapur,Hyderabad,16.0,26666.0,Resale,New Property,5,5322.58,2.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Club House, Car Parking, Gymnasium",Gas connection
Apartment,4,2371.0,Kokapet,Hyderabad,1.77,7499.0,New,Unknown,4,2103.31,17.0,1.0,,Unfurnished,East,"Car Parking, Cafeteria, Shopping Mall, Intercom, Maintenance Staff, Jogging Track, Indoor Games, 24 X 7 Security, Swimming Pool, Gymnasium, Childrens play area",
Apartment,3,1840.0,Kokapet,Hyderabad,1.56,8499.0,New,Unknown,3,1632.26,0.0,2.0,,Unfurnished,West,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, Club House, 24 X 7 Security, Car Parking, Gymnasium","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,2385.0,Kukatpally,Hyderabad,0.94,3922.0,Resale,Moderately New Property,3,2115.73,5.0,2.0,,Unfurnished,West,"Sports Facility, Landscaped Gardens, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Maintenance Staff, Childrens play area, Intercom, Club House, Swimming Pool, Multipurpose Room, Rain Water Harvesting, Cafeteria, Golf Course, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Villa,3,3632.0,Kollur,Hyderabad,2.54,7000.0,New,New Property,3,3221.94,2.0,1.0,,Unfurnished,East,"Full Power Backup, Shopping Mall, Jogging Track, ATM, Childrens play area, Multipurpose Room, Rain Water Harvesting, Cafeteria, Intercom, Vaastu Compliant, 24 X 7 Security, Swimming Pool, Gymnasium, Club House",
Apartment,3,1600.0,Patancheru,Hyderabad,0.75,4687.0,New,New Property,3,1419.35,4.0,2.0,,Semi-Furnished,SouthWest,"Intercom, Sports Facility, Full Power Backup, Club House, Childrens play area, Gymnasium",Dining Table
Apartment,3,1855.0,Bachupally,Hyderabad,0.69,3719.0,New,Unknown,3,1645.56,2.0,1.0,,Unfurnished,East,,
Apartment,3,1389.0,Bolarum,Hyderabad,0.65,4679.0,New,Unknown,3,1232.18,2.0,1.0,,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, Childrens play area, 24 X 7 Security, Full Power Backup","Gas connection, Dining Table, Wifi, Washing Machine, Sofa, Refrigerator"
Apartment,3,2080.0,Kondapur,Hyderabad,1.97,9471.0,New,Unknown,3,1845.16,5.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Golf Course, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant",
Independent House,2,1035.0,Gopanpally,Hyderabad,0.5,4830.0,New,Moderately New Property,1,918.15,2.0,1.0,,Unfurnished,West,,
Villa,3,3770.0,Mokila,Hyderabad,2.7,7161.0,New,Unknown,3,3344.35,2.0,1.0,,Unfurnished,East,,
Villa,4,5850.0,Manikonda,Hyderabad,14.0,23931.0,Resale,Moderately New Property,4,5189.52,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Independent House,4,2737.0,Kowkur,Hyderabad,1.45,5297.0,New,Unknown,4,2427.98,2.0,2.0,,Unfurnished,East,,
Apartment,2,1310.0,Tellapur,Hyderabad,0.94,7200.0,New,New Property,2,1162.1,2.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House",
Apartment,2,1217.0,Meerpet,Hyderabad,0.61,5000.0,New,Unknown,2,1079.6,2.0,1.0,,Unfurnished,East,,
Apartment,3,2070.0,Kollur,Hyderabad,1.38,6685.0,New,Unknown,3,1836.29,6.0,3.0,,Unfurnished,East,"Swimming Pool, Club House, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,3,1854.0,Kukatpally,Hyderabad,1.6,8629.0,Resale,New Property,3,1644.68,4.0,1.0,,Semi-Furnished,East,,
Villa,4,4000.0,Yapral,Hyderabad,2.2,5500.0,Resale,Unknown,3,3548.39,2.0,1.0,,Furnished,NorthWest,"Childrens play area, Full Power Backup",
Apartment,3,1112.0,Rajendra Nagar,Hyderabad,0.72,6518.0,New,New Property,3,986.45,6.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Rain Water Harvesting, Swimming Pool, Car Parking, Shopping Mall, Landscaped Gardens, Multipurpose Room, Staff Quarter, 24 X 7 Security, Sports Facility, Gymnasium, Vaastu Compliant",
Apartment,2,1430.0,Kollur,Hyderabad,0.45,3146.0,New,Unknown,2,1268.55,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1030.0,Muthangi,Hyderabad,0.44,4271.0,New,Unknown,2,913.71,2.0,2.0,,Unfurnished,East,"Sports Facility, Childrens play area, Full Power Backup, Lift(s)",
Apartment,3,2080.0,Kondapur,Hyderabad,1.64,7900.0,New,Unknown,3,1845.16,5.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Full Power Backup, Rain Water Harvesting, Golf Course, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant",
Apartment,2,1315.0,Manikonda,Hyderabad,0.8,6067.0,New,Unknown,2,1166.53,2.0,1.0,,Unfurnished,East,,
Apartment,3,1800.0,Mehdipatnam,Hyderabad,0.45,2500.0,Resale,Unknown,3,1596.77,13.0,1.0,,Semi-Furnished,North,,
Apartment,2,1375.0,Manikonda,Hyderabad,0.9,6545.0,New,Unknown,2,1219.76,2.0,2.0,,Semi-Furnished,East,,
Apartment,2,1070.0,West Marredpally,Hyderabad,0.4,3738.0,Resale,Unknown,2,949.19,1.0,2.0,,Unfurnished,East,Lift(s),
Apartment,2,1265.0,Sanath Nagar,Hyderabad,0.93,7351.0,New,New Property,2,1122.18,6.0,1.0,,Unfurnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Intercom, Full Power Backup, Cafeteria, Childrens play area, Rain Water Harvesting, Club House, Swimming Pool, School, Shopping Mall, Multipurpose Room, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",Wifi
Apartment,3,2340.0,Kukatpally,Hyderabad,1.77,7599.0,New,Unknown,3,2075.81,4.0,1.0,,Unfurnished,East,"Cafeteria, Indoor Games, Car Parking, Club House, Childrens play area, Full Power Backup, Gymnasium",
Apartment,3,1831.0,Sanath Nagar,Hyderabad,1.09,6000.0,New,Unknown,3,1624.27,14.0,1.0,,Unfurnished,West,"Swimming Pool, Landscaped Gardens, 24 X 7 Security, Rain Water Harvesting, Lift(s), Intercom, Maintenance Staff, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House",
Apartment,3,1560.0,Habsiguda,Hyderabad,0.85,5448.0,Resale,New Property,3,1383.87,6.0,2.0,,Semi-Furnished,East,,
Apartment,2,1200.0,Mokila,Hyderabad,0.59,4916.0,Resale,New Property,2,1064.52,1.0,1.0,pooja room,Unfurnished,West,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Villa,4,2950.0,Kollur,Hyderabad,1.68,5694.0,New,Unknown,4,2616.94,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1080.0,Kondapur,Hyderabad,0.49,4525.0,Resale,Unknown,2,958.06,2.0,1.0,,Unfurnished,East,,
Apartment,2,1300.0,Shaikpet,Hyderabad,0.91,6990.0,New,Unknown,2,1153.23,3.0,1.0,,Unfurnished,West,"Sports Facility, Shopping Mall, Indoor Games, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Gymnasium, Multipurpose Room, Rain Water Harvesting, Cafeteria, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Apartment,3,1410.0,Tellapur,Hyderabad,0.89,6300.0,New,Unknown,2,1250.81,16.0,1.0,,Unfurnished,North,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,2800.0,Patancheru,Hyderabad,1.6,5714.0,New,Unknown,3,2483.87,2.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,2990.0,Kondapur,Hyderabad,3.5,11705.0,Resale,Unknown,3,2652.42,5.0,1.0,,Semi-Furnished,East,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Villa,3,2100.0,Ayodhya Villas,Hyderabad,3.0,14285.0,Resale,Old Property,3,1862.9,2.0,1.0,pooja room,Unfurnished,West,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Landscaped Gardens",Sofa
Apartment,2,900.0,Shamshabad,Hyderabad,0.59,6555.0,New,Unknown,2,798.39,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1555.0,Kompally,Hyderabad,0.78,5000.0,New,Unknown,2,1379.44,1.0,2.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,3,3105.0,Bongloor,Hyderabad,1.7,5475.0,New,Unknown,2,2754.44,2.0,1.0,,Semi-Furnished,East,,
Apartment,3,1500.0,Habsiguda,Hyderabad,0.58,3866.0,New,Unknown,3,1330.65,6.0,2.0,,Semi-Furnished,East,,
Apartment,3,1890.0,Manikonda,Hyderabad,1.41,7500.0,New,Unknown,3,1676.61,5.0,2.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1699.0,Nanakramguda,Hyderabad,2.08,12242.0,Resale,Moderately New Property,3,1507.18,11.0,1.0,,Furnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Villa,3,3352.0,Kollur,Hyderabad,4.19,12500.0,Resale,New Property,3,2973.55,2.0,1.0,pooja room,Unfurnished,East,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,1895.0,Osman Nagar,Hyderabad,1.32,7000.0,New,Unknown,3,1681.05,3.0,2.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Rain Water Harvesting, Intercom, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Apartment,2,1100.0,Isnapur,Hyderabad,0.45,4090.0,Resale,Moderately New Property,2,975.81,1.0,1.0,pooja room,Unfurnished,North,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1365.0,Tellapur,Hyderabad,0.93,6800.0,New,Unknown,2,1210.89,2.0,2.0,,Unfurnished,West,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1880.0,Miyapur,Hyderabad,1.3,6914.0,New,Unknown,3,1667.74,7.0,1.0,,Unfurnished,East,"Sports Facility, Childrens play area, Full Power Backup, Lift(s)",
Independent House,5,2862.0,Habsiguda,Hyderabad,5.72,20000.0,Resale,Unknown,5,2538.87,2.0,1.0,,Semi-Furnished,West,,
Apartment,3,2120.0,Bachupally,Hyderabad,1.27,5990.0,New,Unknown,3,1880.65,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1605.0,Pragathi Nagar Kukatpally,Hyderabad,1.02,6416.0,New,Unknown,2,1423.79,1.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Multipurpose Room, Sports Facility, Swimming Pool, Car Parking, Club House, Childrens play area, Full Power Backup",
Apartment,2,1100.0,Kowkur,Hyderabad,0.48,4320.0,New,Unknown,1,975.81,2.0,1.0,,Semi-Furnished,NorthEast,,
Apartment,3,2565.0,Khajaguda Nanakramguda Road,Hyderabad,2.51,9799.0,New,Unknown,3,2275.4,5.0,1.0,,Semi-Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1350.0,Manikonda,Hyderabad,0.9,6666.0,Resale,Moderately New Property,1,1197.58,2.0,1.0,,Unfurnished,SouthWest,"Intercom, Swimming Pool, Car Parking, Vaastu Compliant, Full Power Backup, Lift(s)",
Apartment,3,2060.0,Miyapur,Hyderabad,0.87,4201.0,Resale,Old Property,3,1827.42,7.0,3.0,,Unfurnished,East,"Swimming Pool, Landscaped Gardens, Sports Facility, Lift(s), Indoor Games, Full Power Backup, Childrens play area, Club House, Multipurpose Room, Rain Water Harvesting, Intercom, Maintenance Staff, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking","Gas connection, Dining Table, Sofa, Refrigerator"
Apartment,2,1111.0,Manikonda,Hyderabad,0.69,6194.0,New,Unknown,2,985.56,2.0,1.0,,Semi-Furnished,East,,
Villa,4,4000.0,Kollur,Hyderabad,3.11,7775.0,New,Unknown,4,3548.39,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,1570.0,Peerzadiguda,Hyderabad,0.86,5500.0,New,Unknown,3,1392.74,5.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,3490.0,Nanakramguda,Hyderabad,2.93,8400.0,New,Unknown,3,3095.97,11.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Cafeteria, Intercom, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",Gas connection
Apartment,3,1485.0,Moosapet,Hyderabad,0.87,5858.0,New,Unknown,3,1317.34,4.0,1.0,,Unfurnished,NorthEast,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,2,1030.0,Isnapur,Hyderabad,0.45,4368.0,New,Unknown,2,913.71,1.0,2.0,,Unfurnished,SouthEast,,
Apartment,2,810.0,Sainikpuri,Hyderabad,0.42,5200.0,New,New Property,2,718.55,2.0,1.0,,Unfurnished,East,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Jogging Track, Club House, Staff Quarter, Rain Water Harvesting, Intercom, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1877.0,Appa Junction Peerancheru,Hyderabad,1.27,6800.0,New,Moderately New Property,3,1665.08,10.0,1.0,,Unfurnished,West,"Swimming Pool, ATM, Sports Facility, Lift(s), Jogging Track, Full Power Backup, Intercom, Childrens play area, Club House, Shopping Mall, Landscaped Gardens, Staff Quarter, Rain Water Harvesting, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Independent House,2,1250.0,Dammaiguda,Hyderabad,0.75,6000.0,Resale,Unknown,2,1108.87,2.0,1.0,,Semi-Furnished,East,,
Apartment,2,1150.0,Ameenpur,Hyderabad,0.54,4700.0,New,Unknown,2,1020.16,2.0,2.0,,Unfurnished,West,"Rain Water Harvesting, Intercom, Jogging Track, Car Parking, Club House, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
Villa,3,2900.0,Kardhanur,Hyderabad,1.7,5862.0,New,Unknown,3,2572.58,2.0,2.0,,Furnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,4,1760.0,Kismatpur,Hyderabad,1.12,6399.0,New,New Property,3,1561.29,4.0,1.0,,Unfurnished,East,"Swimming Pool, Lift(s), 24 X 7 Security, Rain Water Harvesting, Full Power Backup, Intercom, Maintenance Staff, Jogging Track, Indoor Games, Childrens play area, Car Parking, Gymnasium, Club House, Vaastu Compliant",
Apartment,4,2200.0,Ameerpet,Hyderabad,3.75,17045.0,Resale,Unknown,3,1951.61,9.0,1.0,,Furnished,SouthEast,"Intercom, Full Power Backup, Club House, Childrens play area, Lift(s)","BED, Gas connection, TV, AC"
Independent House,4,3200.0,Chengicherla,Hyderabad,1.7,5312.0,New,Unknown,4,2838.71,2.0,1.0,,Semi-Furnished,East,,
Apartment,2,990.0,Happy Homes Colony,Hyderabad,0.45,4545.0,Resale,Moderately New Property,2,878.23,2.0,1.0,,Unfurnished,East,,
Independent House,4,2250.0,Pedda Amberpet,Hyderabad,1.19,5288.0,New,Moderately New Property,4,1995.97,2.0,1.0,,Unfurnished,South,,
Apartment,3,2300.0,Pragathi Nagar Kukatpally,Hyderabad,0.89,3869.0,New,Unknown,3,2040.32,1.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Apartment,3,3550.0,Narsingi,Hyderabad,2.13,6000.0,New,Unknown,3,3149.19,5.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Villa,4,4750.0,Kismatpur,Hyderabad,7.6,16000.0,New,Unknown,4,4213.71,2.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Multipurpose Room, Intercom, Jogging Track, Indoor Games, Vaastu Compliant, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Apartment,4,2595.0,Manchirevula,Hyderabad,1.76,6800.0,New,Unknown,4,2302.02,4.0,1.0,,Unfurnished,East,Car Parking,
Apartment,3,1825.0,Osman Nagar,Hyderabad,1.09,6000.0,New,Unknown,3,1618.95,3.0,1.0,,Unfurnished,East,"Gymnasium, Lift(s), Swimming Pool, Full Power Backup, Rain Water Harvesting, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Club House, Childrens play area",
Independent House,6,2500.0,Jeedimetla,Hyderabad,1.2,4800.0,Resale,Unknown,6,2217.74,2.0,1.0,,Unfurnished,South,,
