property_type,bhk,area,society_name,locality,city,price_in_crore,price_per_sqft,status,new_resale,price_negotiable,age_of_property,bathrooms,carpet_area,floor,booking_amount,balconies,additional_rooms,security_deposit,furnishing_type,facing,overlooking,ownership_type,amenities,furnish_details
Apartment,3,1525.0,Syamantaka Aurum,Pragathi Nagar Kukatpally,Hyderabad,0.87,5699.0,Under Construction,New,No,Unknown,,1352.82,,,,,No Deposit,Unfurnished,,,,"Indoor Games, Swimming Pool, Club House, Childrens play area, 24 X 7 Security, Gymnasium",
Apartment,3,1440.0,,Pragathi Nagar Kukatpally,Hyderabad,0.58,3999.0,Ready to move,New,No,New Property,3.0,1277.42,1.0,500000.0,,study room,No Deposit,Semi-Furnished,East,,Freehold,"Car Parking, 24 X 7 Security, Lift(s)",
Villa,4,3500.0,,Tellapur,Hyderabad,2.45,7000.0,Under Construction,New,No,Unknown,4.0,3104.84,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1535.0,Ncc Urban One,Kokapet,Hyderabad,1.46,9524.0,Ready to move,Resale,No,New Property,3.0,1361.69,,,,,No Deposit,Unfurnished,NorthWest,,,"Sports Facility, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Multipurpose Room, Staff Quarter, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",Gas connection
Apartment,4,3052.0,,Kukatpally,Hyderabad,2.32,7631.0,Under Construction,New,No,Unknown,4.0,2707.42,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1795.0,Eipl Cornerstone,Puppalaguda,Hyderabad,1.47,8199.0,Ready to move,New,No,New Property,3.0,1592.34,,,,,No Deposit,Unfurnished,West,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,4,5999.0,,Kukatpally,Hyderabad,6.59,11000.0,Ready to move,New,No,Unknown,4.0,5321.69,,,,,No Deposit,Furnished,North,,,"Sports Facility, Swimming Pool, Gymnasium, Full Power Backup, Lift(s)","BED, Dining Table, Sofa, AC"
Apartment,2,1572.0,Candeur Lakescape,Kondapur,Hyderabad,1.02,6510.0,Under Construction,New,No,Unknown,2.0,1394.52,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Lift(s), 24 X 7 Security, School, Indoor Games, Childrens play area, Gymnasium",
Apartment,3,1660.0,,Kompally,Hyderabad,0.96,5800.0,Ready to move,New,No,Unknown,3.0,1472.58,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1880.0,,Manikonda,Hyderabad,1.2,6382.0,Under Construction,New,No,Unknown,2.0,1667.74,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1950.0,Eipl Cornerstone,Puppalaguda,Hyderabad,1.72,8820.0,Ready to move,New,No,New Property,2.0,1729.84,,,,,No Deposit,Unfurnished,South,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, Shopping Mall, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",Gas connection
Apartment,2,1690.0,,Kondapur,Hyderabad,0.93,5500.0,Under Construction,New,No,Unknown,2.0,1499.19,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1326.0,Aparna Zenon,Puppalaguda,Hyderabad,1.32,10000.0,Under Construction,New,No,Unknown,2.0,1176.29,,,,,No Deposit,Unfurnished,East,,,"Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,1150.0,,Gachibowli,Hyderabad,0.44,3826.0,Under Construction,New,Yes,Unknown,2.0,1020.16,2.0,500000.0,1.0,pooja room,No Deposit,Semi-Furnished,East,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,3,1666.0,Avantika The Espino,Ameenpur,Hyderabad,1.0,6000.0,Ready to move,New,No,New Property,,1477.9,,,,,No Deposit,Unfurnished,,,,"ATM, Lift(s), 24 X 7 Security, Multipurpose Room, Jogging Track, Indoor Games, Vaastu Compliant, Rain Water Harvesting, Cafeteria, Intercom, Maintenance Staff, Gymnasium, Childrens play area, Car Parking, Swimming Pool",
Apartment,3,1550.0,Build Breezy Homes,Shankarpalli,Hyderabad,0.7,4500.0,Under Construction,New,No,Unknown,,1375.0,,,,,No Deposit,Unfurnished,,,,"Gymnasium, Lift(s), Rain Water Harvesting, Intercom, Childrens play area, Full Power Backup, Vaastu Compliant, 24 X 7 Security",
Apartment,3,1650.0,,Yapral,Hyderabad,0.85,5151.0,Ready to move,Resale,No,Unknown,3.0,1463.71,,,,,No Deposit,Furnished,East,,,"Childrens play area, Full Power Backup, Lift(s)",
Apartment,4,4550.0,Pch River Breeze,Narsingi,Hyderabad,1.95,4285.0,Under Construction,New,Yes,Unknown,4.0,4036.29,,95000.0,,,No Deposit,Unfurnished,,"Garden View, Pool View, Road View",Freehold,"Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator"
Villa,6,5382.0,Dev Signature Villas,Attapur,Hyderabad,7.8,14500.0,Ready to move,New,No,New Property,6.0,4774.35,,,,,No Deposit,Furnished,,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area",
Villa,4,2997.0,,As Rao Nagar,Hyderabad,3.0,10010.0,Under Construction,New,Yes,Unknown,4.0,2658.63,,1000000.0,1.0,pooja room,No Deposit,Unfurnished,East,Garden View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,2,1275.0,Sumadhura Horizon,Kondapur,Hyderabad,1.05,8250.0,Under Construction,New,Yes,Unknown,2.0,1131.05,16.0,,,,No Deposit,Unfurnished,,,Freehold,"Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Intercom, Jogging Track, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Lift(s)",
Apartment,4,3900.0,Vaibhavi Sai Vaibhavi Valero,Jubilee Hills,Hyderabad,4.9,12564.0,Ready to move,New,No,Unknown,5.0,3459.68,,,,,No Deposit,Unfurnished,East,,,"Intercom, Swimming Pool, Car Parking, Childrens play area, 24 X 7 Security, Lift(s)",
Apartment,3,1800.0,Golden Residency,Panchavati Colony,Hyderabad,0.51,2833.0,Ready to move,New,No,Unknown,3.0,1596.77,,,,,No Deposit,Semi-Furnished,,,,,
Villa,4,3041.0,,Velimela,Hyderabad,1.82,5984.0,Under Construction,New,No,Unknown,4.0,2697.66,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1190.0,,Hitech City,Hyderabad,0.89,7478.0,Ready to move,Resale,Yes,Moderately New Property,2.0,1055.65,4.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Road View,Freehold,"Landscaped Gardens, Lift(s), Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup",Sofa
Apartment,3,2115.0,,Miyapur,Hyderabad,1.37,6500.0,Ready to move,New,No,Unknown,3.0,1876.21,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1560.0,Sunshine Green Meadows,Bachupally,Hyderabad,0.86,5500.0,Under Construction,New,No,Unknown,,1383.87,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), 24 X 7 Security, Multipurpose Room, Indoor Games, Full Power Backup, Vaastu Compliant, Rain Water Harvesting, Cafeteria, Intercom, Jogging Track, Club House, Childrens play area, Car Parking, Gymnasium",
Apartment,3,1680.0,,East Marredpally,Hyderabad,1.45,8630.0,Ready to move,Resale,No,Unknown,3.0,1490.32,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Childrens play area, Full Power Backup, Lift(s)",
Apartment,3,2100.0,,Sainikpuri,Hyderabad,1.3,6190.0,Ready to move,Resale,No,Unknown,3.0,1862.9,,,,,No Deposit,Unfurnished,North,,,"Childrens play area, Lift(s)",
Independent House,2,1200.0,,Adibatla,Hyderabad,0.5,4166.0,Under Construction,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1300.0,,Puppalaguda,Hyderabad,0.84,6500.0,Under Construction,New,No,Unknown,2.0,1153.23,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1020.0,,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.49,4800.0,Under Construction,New,Yes,Unknown,2.0,904.84,3.0,500000.0,2.0,pooja room,No Deposit,Unfurnished,East,Pool View,Freehold,"Rain Water Harvesting, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,3,1520.0,,Narayanguda,Hyderabad,1.25,8223.0,Ready to move,Resale,No,Unknown,3.0,1348.39,,,,,No Deposit,Semi-Furnished,,,,,
Independent House,3,1600.0,,Rampally,Hyderabad,0.9,5625.0,Ready to move,New,No,Unknown,3.0,1419.35,,,,,No Deposit,Semi-Furnished,North,,,,
Apartment,2,1000.0,,Hitech City,Hyderabad,0.7,7000.0,Ready to move,Resale,Yes,Moderately New Property,2.0,887.1,1.0,500000.0,1.0,pooja room,No Deposit,Unfurnished,West,Garden View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)",Dining Table
Apartment,3,1921.0,,Osman Nagar,Hyderabad,1.19,6198.0,Under Construction,New,No,Unknown,3.0,1704.11,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Independent House,4,3700.0,,Boduppal,Hyderabad,2.3,6216.0,Ready to move,Resale,No,Unknown,4.0,3282.26,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,1895.0,Ira Aspiration,Kollur,Hyderabad,0.95,4998.0,Under Construction,New,No,Unknown,,1681.05,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Shopping Mall, Lift(s), Full Power Backup, Multipurpose Room, Cafeteria, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area",
Apartment,3,1735.0,Indis One City,Kukatpally,Hyderabad,1.07,6180.0,Under Construction,New,No,Unknown,,1539.11,,,,,No Deposit,Unfurnished,,,,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Full Power Backup, Intercom, Childrens play area, Cafeteria, Club House, Swimming Pool, School, Multipurpose Room, Rain Water Harvesting, Sports Facility, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking",
Apartment,3,1646.0,Gharonda Jyothi,Padmarao Nagar,Hyderabad,0.72,4395.0,Ready to move,Resale,Yes,Old Property,2.0,1460.16,,76000.0,1.0,pooja room,No Deposit,Unfurnished,,"Corner, Garden View, Pool View, Road View",Freehold,"Gymnasium, Lift(s), Indoor Games, Full Power Backup, Vaastu Compliant, Childrens play area, 24 X 7 Security","Gas connection, Dining Table, Microwave, Wifi, Sofa, Refrigerator, Washing Machine"
Apartment,3,1340.0,,Upparpally,Hyderabad,0.65,4850.0,Ready to move,New,No,Unknown,2.0,1188.71,,,,,No Deposit,Furnished,North,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area","Washing Machine, BED, AC, Gas connection, Dining Table, Microwave, Sofa, Refrigerator, TV"
Independent House,3,1600.0,,As Rao Nagar,Hyderabad,1.07,6687.0,Ready to move,Resale,No,Moderately New Property,3.0,1419.35,,,,,No Deposit,Unfurnished,North,,,,
Apartment,2,1062.0,Incor Lake City Tower A B C,Patancheru,Hyderabad,0.65,6120.0,Under Construction,New,No,Unknown,2.0,942.1,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,1060.0,,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.51,4800.0,Under Construction,New,Yes,Unknown,2.0,940.32,3.0,500000.0,2.0,,No Deposit,Unfurnished,East,Road View,Freehold,"Rain Water Harvesting, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Villa,3,3100.0,,Bongloor,Hyderabad,1.65,5322.0,Under Construction,New,No,Unknown,2.0,2750.0,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,3,1550.0,,Bachupally,Hyderabad,0.85,5483.0,Ready to move,New,No,Unknown,3.0,1375.0,,,,,No Deposit,Unfurnished,East,,,,
Apartment,2,1495.0,Pranathi Kiara,Tellapur,Hyderabad,0.96,6399.0,Under Construction,New,No,Unknown,,1326.21,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Golf Course, Jogging Track, Indoor Games, 24 X 7 Security, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Apartment,3,1950.0,,Nizampet,Hyderabad,2.0,10256.0,Ready to move,New,No,Unknown,3.0,1729.84,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Full Power Backup, Lift(s)",
Apartment,3,2165.0,Ramky One Odyssey,Narsingi,Hyderabad,1.66,7699.0,Under Construction,New,Yes,Unknown,3.0,1920.56,5.0,,,study room,No Deposit,Unfurnished,,,Freehold,"Indoor Games, ATM, Jogging Track, Lift(s), Maintenance Staff, Childrens play area, Golf Course, Gymnasium, Shopping Mall, Rain Water Harvesting, Cafeteria, Swimming Pool, Club House, 24 X 7 Security, Car Parking",
Apartment,2,1200.0,,Kollur,Hyderabad,0.45,3750.0,Under Construction,New,Yes,Unknown,2.0,1064.52,2.0,500000.0,1.0,pooja room,No Deposit,Semi-Furnished,North,Road View,Freehold,"Swimming Pool, Gymnasium, Car Parking, 24 X 7 Security, Full Power Backup, Lift(s)","Sofa, Wardrobe"
Apartment,3,1850.0,,As Rao Nagar,Hyderabad,0.9,4864.0,Ready to move,Resale,No,Moderately New Property,3.0,1641.13,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,2,1151.0,Bk Karthikeya Imperial,Bachupally,Hyderabad,0.62,5400.0,Ready to move,New,No,Unknown,2.0,1021.05,,,,,No Deposit,Unfurnished,West,,,"Full Power Backup, Lift(s)",Microwave
Apartment,3,2235.0,,Manikonda,Hyderabad,1.9,8501.0,Ready to move,New,No,Unknown,3.0,1982.66,,,,,No Deposit,Unfurnished,South,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,2,1200.0,,Bachupally,Hyderabad,0.66,5495.0,Ready to move,New,No,Unknown,2.0,1064.52,,,,,No Deposit,Unfurnished,North,,,"Full Power Backup, Lift(s)",
Apartment,3,1431.0,Eapl Sri Tirumala Millennium,Mallapur,Hyderabad,0.76,5300.0,Ready to move,New,No,Moderately New Property,,1269.44,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Lift(s), Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Apartment,3,1825.0,Candeur Crescent,Serilingampally,Hyderabad,1.4,7671.0,Ready to move,New,No,Unknown,3.0,1618.95,,,,,No Deposit,Unfurnished,East,,,"Swimming Pool, Gymnasium, Club House, Childrens play area, Full Power Backup, Lift(s)",Gas connection
Apartment,2,1000.0,,Moula Ali,Hyderabad,0.41,4099.0,Under Construction,New,No,Unknown,2.0,887.1,,,,,No Deposit,Unfurnished,East,,,"Full Power Backup, Lift(s)",Gas connection
Villa,3,2800.0,Rsr Rocketry,Patancheru,Hyderabad,1.58,5642.0,Under Construction,New,No,Unknown,3.0,2483.87,,,,,No Deposit,Semi-Furnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,2,1200.0,,Miyapur Hmt Swarnapuri Colony,Hyderabad,0.56,4700.0,Under Construction,New,Yes,Unknown,2.0,1064.52,1.0,500000.0,2.0,pooja room,No Deposit,Semi-Furnished,East,,,"Rain Water Harvesting, Car Parking, Vaastu Compliant, 24 X 7 Security, Full Power Backup, Lift(s)",
Apartment,2,1230.0,Saanvi Athena Homes,Neknampur,Hyderabad,0.83,6747.0,Ready to move,New,No,Unknown,2.0,1091.13,,,,,No Deposit,Unfurnished,North,,,"Full Power Backup, Lift(s)",
Apartment,3,1500.0,Mcor Vilaasam 1 And 2,Ameenpur,Hyderabad,0.83,5532.0,Under Construction,New,Yes,Unknown,3.0,1330.65,2.0,500000.0,,,No Deposit,Unfurnished,East,"Road View, Corner, Garden View",Freehold,"Rain Water Harvesting, Intercom, Car Parking, Vaastu Compliant, Childrens play area, 24 X 7 Security, Full Power Backup",
Apartment,3,1460.0,,Toli Chowki,Hyderabad,0.56,3835.0,Ready to move,New,Yes,New Property,3.0,1295.16,2.0,800000.0,2.0,"study room, servant room, pooja room",No Deposit,Semi-Furnished,NorthEast,"Road View, Corner, Garden View",Freehold,"ATM, Lift(s), Hospital, School, Shopping Mall, Maintenance Staff, 24 X 7 Security, Car Parking, Vaastu Compliant, Full Power Backup",
Apartment,3,2530.0,Aavasa Constructions Aavasa Emerald,Lb Nagar,Hyderabad,1.77,7000.0,Ready to move,New,No,New Property,,2244.35,,,,,No Deposit,Unfurnished,,,,,
Apartment,2,1140.0,Nsk Platina,Miyapur,Hyderabad,0.68,5964.0,Under Construction,Resale,No,Unknown,2.0,1011.29,,,,,No Deposit,Unfurnished,West,,,"Swimming Pool, Lift(s), Rain Water Harvesting, Intercom, Jogging Track, Indoor Games, Childrens play area, Full Power Backup, Gymnasium, Club House, Sports Facility",Gas connection
Independent House,4,2500.0,,Alwal,Hyderabad,2.0,8000.0,Ready to move,Resale,No,Unknown,4.0,2217.74,,,,,No Deposit,Semi-Furnished,West,,,,
Villa,4,3778.0,Radhey Raaga,Patighanpur,Hyderabad,5.66,14999.0,Under Construction,New,No,Unknown,,3351.45,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, ATM, Multipurpose Room, Indoor Games, Car Parking, Gymnasium, Club House, Childrens play area, Full Power Backup",
Villa,4,2805.0,Sikhara Tranquil,Nagaram,Hyderabad,2.1,7499.0,Under Construction,New,No,Unknown,,2488.31,,,,,No Deposit,Unfurnished,,,,"Intercom, Jogging Track, Indoor Games, Gymnasium, Club House, Childrens play area, 24 X 7 Security, Swimming Pool",
Apartment,2,1108.0,,Pragathi Nagar Kukatpally,Hyderabad,0.58,5234.0,Under Construction,New,No,Unknown,2.0,982.9,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Apartment,3,1690.0,Ncl Sindhu,Kompally,Hyderabad,0.98,5798.0,Ready to move,New,Yes,New Property,3.0,1499.19,1.0,1000000.0,3.0,pooja room,No Deposit,Unfurnished,East,Road View,Freehold,"ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Maintenance Staff, Club House, Intercom, Swimming Pool, Landscaped Gardens, Multipurpose Room, Rain Water Harvesting, Cafeteria, Car Parking, Gymnasium, Vaastu Compliant, 24 X 7 Security",
Apartment,2,1285.0,Ghr Titania,Kondapur,Hyderabad,1.09,8482.0,Ready to move,New,No,New Property,2.0,1139.92,,,,,No Deposit,Unfurnished,,,,"ATM, Lift(s), Indoor Games, Full Power Backup, Jogging Track, Childrens play area, Intercom, Club House, Multipurpose Room, Rain Water Harvesting, Cafeteria, Gymnasium, Vaastu Compliant, 24 X 7 Security, Car Parking, Swimming Pool",
Apartment,3,2600.0,,Kapra,Hyderabad,1.5,5803.0,Under Construction,New,No,Unknown,3.0,2306.45,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Full Power Backup, Lift(s)",Gas connection
Apartment,2,1180.0,Aakruthi Arcadia,Gajularamaram,Hyderabad,0.65,5499.0,Under Construction,New,No,Unknown,2.0,1046.77,,,,,No Deposit,Unfurnished,East,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",
Independent House,6,5000.0,,Mehdipatnam,Hyderabad,2.1,4200.0,Ready to move,Resale,No,Unknown,6.0,4435.48,,,,,No Deposit,Semi-Furnished,,,,,
Apartment,3,1200.0,Sm Sapphire,Chandanagar,Hyderabad,0.72,6004.0,Under Construction,New,No,Unknown,,1064.52,,,,,No Deposit,Unfurnished,,,,,
Apartment,3,2213.0,,Krishna Nagar Colony,Hyderabad,1.49,6735.0,Ready to move,New,No,New Property,4.0,1963.15,,,,,No Deposit,Unfurnished,East,,,,
Apartment,3,2000.0,,Kompally,Hyderabad,1.16,5800.0,Ready to move,New,No,Unknown,3.0,1774.19,,,,,No Deposit,Unfurnished,West,,,"Gymnasium, Lift(s), Intercom, Sports Facility, Swimming Pool, Full Power Backup, Club House, Childrens play area",Gas connection
Apartment,3,1495.0,,Lb Nagar,Hyderabad,0.7,4682.0,Under Construction,Resale,No,Unknown,3.0,1326.21,,,,,No Deposit,Furnished,,,,,
Apartment,3,2550.0,Vasavi Construction Vasavi Atlantis,Narsingi,Hyderabad,1.91,7500.0,Under Construction,New,No,Unknown,,2262.1,,,,,No Deposit,Unfurnished,,,,"Swimming Pool, Lift(s), Sports Facility, Full Power Backup, Indoor Games, Childrens play area, Rain Water Harvesting, Intercom, Maintenance Staff, Jogging Track, Vaastu Compliant, 24 X 7 Security, Car Parking, Gymnasium, Club House",
Independent House,5,3200.0,,Alwal,Hyderabad,1.85,5781.0,Ready to move,New,No,Unknown,5.0,2838.71,,,,,No Deposit,Unfurnished,North,,,,
Villa,3,2260.0,,Bhadurpalle,Hyderabad,1.69,7500.0,Under Construction,New,No,Unknown,3.0,2004.84,,,,,No Deposit,Semi-Furnished,East,,,,
Apartment,2,1150.0,,Ameenpur,Hyderabad,0.55,4799.0,Under Construction,New,Yes,Unknown,2.0,1020.16,2.0,400000.0,2.0,pooja room,No Deposit,Unfurnished,East,Road View,Freehold,,
Apartment,2,1155.0,Himalaya Bdl Seven Hills,Tellapur,Hyderabad,0.64,5500.0,Under Construction,New,No,Unknown,,1024.6,,,,,No Deposit,Unfurnished,,,,"Rain Water Harvesting, Intercom, Car Parking, Club House, Childrens play area, 24 X 7 Security, Full Power Backup, Lift(s)",
